,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
5996,9240067,Cozy studio on the Upper East Side!,20761853,Manhattan,Upper East Side,40.78167,-73.95004,Entire home/apt,170,1,137,3.06,289
5997,9240346,Charming Union Sq Studio w/Elevator,2598539,Manhattan,Gramercy,40.73318,-73.98449,Entire home/apt,120,1,206,4.64,278
5998,9241956,The New Downtown* 1 bdrm,23267314,Manhattan,Hell's Kitchen,40.75474,-73.99836,Entire home/apt,177,2,123,2.81,261
5999,9242243,Cozy 1bdrm apt in Midtown Manhattan,3335559,Manhattan,Midtown,40.76362,-73.97542,Private room,180,1,10,0.3,175
6000,9247687,Newly renovated apartment.,48055483,Queens,Middle Village,40.71527,-73.89829,Private room,70,1,1,0.02,364
6001,9248049,NYC Fantastic Apartment (very quiet &private bath),48054322,Manhattan,Hell's Kitchen,40.76637,-73.98342,Private room,165,1,193,4.37,213
6002,9250241,2 Twin Beds,48059119,Manhattan,Midtown,40.74702,-73.98778,Private room,159,1,1,0.07,365
6003,9253823,Spacious 2BR (4 rooms) in the Upper West Side,31537314,Manhattan,Upper West Side,40.80118,-73.96642,Entire home/apt,250,5,12,0.27,20
6004,9253827,Close to train - Williamsburg Garden Apartment,48078451,Brooklyn,Williamsburg,40.71673,-73.94193,Entire home/apt,125,3,93,2.69,23
6005,9255049,"Designy, cozy, & kid friendly!",902703,Brooklyn,Bushwick,40.69975,-73.92051,Entire home/apt,150,5,30,0.76,284
6006,9256750,Sunny bedroom with backyard (L Jefferson),16865342,Brooklyn,Bushwick,40.70484,-73.91942,Private room,50,3,71,1.85,2
6007,9260415,Comfy Room Near Bronx Zoo and NYBG!,48106825,Bronx,Pelham Gardens,40.86617,-73.848,Private room,47,2,138,3.22,353
6008,9260911,Luxury Apt in EV - 2 Spacious BR + 2 Full Bath!!,1974661,Manhattan,East Village,40.72788,-73.9869,Entire home/apt,299,1,177,4.05,91
6009,9261392,Modern Lux APT Private Bath 15 min to Times Sq,7174662,Queens,Sunnyside,40.74461,-73.92004,Private room,88,2,132,3.23,14
6010,9269126,Cleanest times square room,9372538,Manhattan,Hell's Kitchen,40.76121,-73.98895,Private room,169,1,9,0.21,89
6011,9269191,Beautiful Private Parlor-Level 1-BR Apt.,2801328,Brooklyn,Bedford-Stuyvesant,40.683,-73.93305,Entire home/apt,110,2,104,2.38,155
6012,9271742,Spacious Private Ground Floor Studio Apt.,2801328,Brooklyn,Bedford-Stuyvesant,40.68375,-73.93313,Entire home/apt,110,2,122,2.76,159
6013,9276587,Convenient Hell's Kitchen 1br/2-4pp,2782391,Manhattan,Hell's Kitchen,40.76639,-73.98727,Entire home/apt,150,3,12,0.27,1
6014,9278192,*LARGE PRIVATE ROOM WITH A LARGE WINDOW*,48183551,Queens,Elmhurst,40.74507,-73.88352,Private room,58,6,76,1.75,279
6015,9280902,"Clean, Quiet, Hip Apt in Bed Stuy",1747007,Brooklyn,Bedford-Stuyvesant,40.69029,-73.95443,Entire home/apt,98,14,9,0.2,6
6016,9281688,Cozy Cove in Crown Heights,114649,Brooklyn,Crown Heights,40.66933,-73.9252,Private room,40,7,23,0.57,130
6017,9281747,TIMES SQ BLCK AWAY w/ SUNNY BDRM. NO INSTANT BOOKN,11526455,Manhattan,Hell's Kitchen,40.76046,-73.9901,Private room,135,2,123,2.81,124
6018,9282443,"HUGE Artist's 1 bedroom LOFT, Lower East Side.",5603037,Manhattan,Lower East Side,40.72014,-73.98277,Entire home/apt,250,13,9,0.21,44
6019,9300556,A Express train Bed Stuy Getaway,1550888,Brooklyn,Bedford-Stuyvesant,40.68061,-73.94996,Entire home/apt,94,30,3,0.08,355
6020,9301647,Semi-Private Space in Prime Midtown East,9226879,Manhattan,Midtown,40.75249,-73.97412,Private room,70,3,6,0.28,233
6021,9310959,"Cozy, 1 bedroom Brownstone Apt",7065964,Brooklyn,Crown Heights,40.66722,-73.948,Entire home/apt,75,2,161,3.65,183
6022,9319688,EXCELLENT LOCATION near Manhattan!!,48372942,Queens,Astoria,40.76354,-73.91789,Private room,77,2,1,0.07,364
6023,9325979,Gorgeous Loft in the LES/Chinatown!,48402458,Manhattan,Chinatown,40.71377,-73.99311,Entire home/apt,190,2,119,2.72,78
6024,9328355,Stylish and Comfy in Bed Stuy,2754405,Brooklyn,Bedford-Stuyvesant,40.69153,-73.94263,Entire home/apt,72,30,11,0.26,251
6025,9328578,"Sleeps 5, 2.5 bedrooms. Families or small group.",43963802,Manhattan,Harlem,40.82287,-73.94561,Entire home/apt,230,3,52,1.33,325
6026,9329015,MANHATTAN SWEET 2 Bd/3Bd DEAL,11241615,Manhattan,East Harlem,40.79598,-73.94288,Entire home/apt,250,5,33,0.76,28
6027,9329090,Prime MidTown East Spacious Studio,9226879,Manhattan,Midtown,40.75145,-73.9752,Entire home/apt,140,4,1,0.02,223
6028,9331114,Bright One Bedroom in Williamsburg,1698259,Brooklyn,Williamsburg,40.71108,-73.94799,Entire home/apt,140,7,31,0.72,209
6029,9331413,Beautiful Apartment in Center of Williamsburg,17433287,Brooklyn,Williamsburg,40.71786,-73.95588,Entire home/apt,181,4,4,0.09,188
6030,9331520,Large Brooklyn Apartment In Townhouse,6894897,Brooklyn,Bedford-Stuyvesant,40.69122,-73.94377,Entire home/apt,165,2,166,3.76,8
6031,9331671,Essential Lower East Side,48431029,Manhattan,Lower East Side,40.72201,-73.98775,Entire home/apt,175,3,14,1.86,51
6032,9332872,Charming Carroll Gardens 2 BR,48356908,Brooklyn,Carroll Gardens,40.68047,-73.99594,Entire home/apt,209,1,178,4.47,228
6033,9334185,Trendy but cozy private bdrm & bath,48249473,Bronx,Kingsbridge,40.87842,-73.9029,Private room,75,1,59,1.45,354
6034,9339253,Clean ground floor apartment,48471249,Brooklyn,Clinton Hill,40.69306,-73.96813,Private room,100,2,7,0.19,310
6035,9342019,Cozy 2 Bedroom in Historic District,22308430,Queens,Jackson Heights,40.75462,-73.88284,Entire home/apt,144,2,13,0.3,288
6036,9343634,Private Bedroom in Luxury Highrise,48492929,Manhattan,Kips Bay,40.74198,-73.9768,Private room,209,3,7,0.22,317
6037,9348111,Charming 2BR Apartment: Central Williamsburg,3311487,Brooklyn,Williamsburg,40.71294,-73.96224,Entire home/apt,161,2,21,0.48,2
6038,9349010,Smart & Chic Studio Prime Location,3716641,Manhattan,Upper West Side,40.79273,-73.97216,Entire home/apt,104,30,5,0.13,156
6039,9351006,Cozy & Comfortable Private Room | Private Bathroom,47784768,Brooklyn,Brownsville,40.66447,-73.91743,Private room,69,2,75,1.73,249
6040,9351013,"Boutique Living, 10 min from NYC",48532777,Queens,Ditmars Steinway,40.77627,-73.90963,Entire home/apt,89,1,16,0.45,36
6041,9355498,Amazing Brownstone,10909829,Brooklyn,Bedford-Stuyvesant,40.68346,-73.93121,Entire home/apt,150,4,76,1.78,274
6042,9356909,Airy & Open Apt. In Carroll Gardens Brooklyn,9038714,Brooklyn,Carroll Gardens,40.67578,-73.99814,Entire home/apt,199,2,6,1.4,73
6043,9361107,Light and airy 2 bedroom apartment.,48576700,Brooklyn,Clinton Hill,40.69545,-73.96796,Entire home/apt,170,2,127,2.9,236
6044,9362344,Spacious Room in Trendy Brooklyn Area with Yard,820010,Brooklyn,Bedford-Stuyvesant,40.69287,-73.94249,Private room,60,1,145,3.26,313
6045,9362388,Beautiful Large 1 BED in Upper Manhattan,4983133,Manhattan,Harlem,40.82339,-73.95271,Entire home/apt,90,7,7,0.16,269
6046,9366256,Serene Private Room w/ River View!,10549294,Manhattan,Upper East Side,40.76999,-73.9477,Private room,55,4,14,0.33,8
6047,9366904,Sun-filled Nolita 1 Bdrm Apt - prime location,31668272,Manhattan,Little Italy,40.719,-73.99565,Entire home/apt,150,2,9,1.41,89
6048,9367337,HUGE Sundrenching Apartment Waiting Just For YOU!,48603884,Bronx,Parkchester,40.83735,-73.85997,Entire home/apt,139,3,30,0.69,357
6049,9370370,Garden Apartment with patio,48618336,Queens,Astoria,40.76507,-73.90577,Entire home/apt,65,30,32,0.72,67
6050,9370896,Castle View Brownstone,46638648,Brooklyn,Bedford-Stuyvesant,40.68503,-73.93809,Entire home/apt,140,29,12,0.31,339
6051,9371171,Large and cozy Apart NYC.,149430,Manhattan,East Harlem,40.7884,-73.94533,Entire home/apt,120,5,79,1.82,307
6052,9373167,E.village Uber cool Ensuite room,3289567,Manhattan,East Village,40.72502,-73.97835,Private room,110,2,2,0.06,188
6053,9374263,Ashes Cove,48638439,Queens,Springfield Gardens,40.66203,-73.7698,Entire home/apt,200,30,68,1.66,365
6054,9381657,Sunny room in great location,822839,Brooklyn,Williamsburg,40.70704,-73.95522,Private room,70,2,47,1.1,54
6055,9383071,"Bright, Comfortable space in Historic Brownstone!",48677964,Brooklyn,Bedford-Stuyvesant,40.69329,-73.95069,Private room,50,3,6,0.14,10
6056,9383406,ENTIRE Upper East Side Loft Apartment,6991164,Manhattan,Upper East Side,40.76854,-73.95532,Private room,199,1,49,1.11,230
6057,9384723,North of Madison Square Park Duplex,13838573,Manhattan,Midtown,40.74538,-73.98313,Entire home/apt,285,31,5,0.12,365
6058,9384981,Relax in your Brooklyn Private Bed with Key,3388950,Brooklyn,Bedford-Stuyvesant,40.6947,-73.93481,Private room,72,4,100,2.34,113
6059,9386923,Private Master Bedroom / Bushwick,4769886,Brooklyn,Bushwick,40.69535,-73.9184,Private room,84,2,48,1.11,263
6060,9387436,Rhonda's bed and breakfast,48696992,Brooklyn,Bedford-Stuyvesant,40.68925,-73.94462,Private room,130,2,16,0.41,262
6061,9391509,"Lovely, Serene Brooklyn (NYC) Charm with ACs.",48712266,Brooklyn,Greenpoint,40.72528,-73.94488,Entire home/apt,165,5,201,4.7,212
6062,9391541,Design Lux 1 bed ! Doorman Gym!5222,16098958,Manhattan,Upper West Side,40.79312,-73.96606,Entire home/apt,156,30,1,0.1,252
6063,9393127,LUXURY SUNLIT place in the EAST VILLAGE!,47730499,Manhattan,East Village,40.72161,-73.98013,Entire home/apt,200,1,52,1.2,74
6064,9393674,Staying with Mike in Hells Kitchen/Times Square.,1557889,Manhattan,Hell's Kitchen,40.75925,-73.99136,Private room,120,5,125,2.83,177
6065,9394188,Room for 1 Female or Couple,38805180,Bronx,Mott Haven,40.8113,-73.92465,Private room,65,3,2,0.05,356
6066,9395128,"LGA/TimeSqaure/Private BDroom+Bath, Queens",36577517,Queens,Elmhurst,40.74449,-73.88096,Private room,49,2,21,0.48,311
6067,9401880,NEW Penthouse UnionSq Wraparound Terrace,24530091,Manhattan,Greenwich Village,40.73491,-73.99231,Entire home/apt,250,53,2,0.05,365
6068,9402784,Sunny Greenpoint Junior 1 Bedroom,20475463,Brooklyn,Greenpoint,40.72264,-73.93823,Entire home/apt,100,5,3,0.25,78
6069,9404068,Doorman Swimming Pool Gym Modern Furnished!5208,16098958,Manhattan,Upper West Side,40.79285,-73.967,Entire home/apt,175,30,7,0.18,280
6070,9404985,UNBEATABLE LOCATION/TIMES SQUARE!,48771768,Manhattan,Hell's Kitchen,40.75735,-73.99007,Entire home/apt,160,2,143,3.29,215
6071,9405895,Stylish and zen Brooklyn retreat,48775347,Brooklyn,Fort Greene,40.68914,-73.97853,Entire home/apt,325,3,16,0.42,103
6072,9407719,The LOFT in Bushwick+ Arcade!,8712984,Brooklyn,Bushwick,40.70889,-73.92135,Entire home/apt,99,3,9,0.23,42
6073,9408123,Beautiful Loft - Willimsbrg Bedford,31368679,Brooklyn,Williamsburg,40.71914,-73.95709,Entire home/apt,280,1,13,0.3,363
6074,9408218,Charming One Bed Room Apartment,48784879,Manhattan,East Harlem,40.79417,-73.94331,Entire home/apt,110,2,166,3.78,229
6075,9409457,Two Bedroom Apt w/Private Balcony & Small Bathroom,48790146,Brooklyn,Bedford-Stuyvesant,40.69182,-73.95696,Entire home/apt,125,2,127,2.92,126
6076,9409873,Greenwich Village - SoHo Duplex+Balcony+Terrace,1442864,Manhattan,Greenwich Village,40.72824,-73.99517,Entire home/apt,275,4,18,1.9,85
6077,9410042,Modern Southwestern Retreat- Spacious 1 Bed,2370614,Brooklyn,Williamsburg,40.71133,-73.96924,Entire home/apt,308,2,22,0.55,109
6078,9410580,Room #3 in Hip Harlem Garden Apt.,47993495,Manhattan,East Harlem,40.79668,-73.93379,Private room,60,2,136,3.07,48
6079,9412522,City living without all the noise.,48249473,Bronx,Kingsbridge,40.879,-73.90062,Entire home/apt,189,1,8,0.22,354
6080,9414317,Cozy Private Room in 2 bedroom APT,48811662,Brooklyn,Prospect-Lefferts Gardens,40.65837,-73.96115,Private room,75,3,67,1.52,296
6081,9415685,Master Room & private bathroom 15m to Manhattan,43908809,Queens,Woodside,40.75066,-73.90424,Private room,155,2,14,0.33,90
6082,9416007,Subway. Ocean. Parking,31680304,Brooklyn,Gravesend,40.5888,-73.97278,Private room,70,3,46,1.05,92
6083,9416198,Cute private space in an Awesome Location,48823036,Manhattan,Midtown,40.75452,-73.96767,Entire home/apt,180,1,156,3.58,22
6084,9422573,Private Light-Filled 2-Room Space,248490,Brooklyn,Bedford-Stuyvesant,40.68041,-73.93612,Entire home/apt,100,3,83,1.9,224
6085,9423397,"Brooklyn Gem nr Shops, Subways",48854322,Brooklyn,Bushwick,40.69994,-73.92378,Entire home/apt,129,5,89,2.02,72
6086,9425357,Large bedroom available in 2-bedroom apt.,31985378,Brooklyn,Williamsburg,40.7158,-73.95587,Private room,90,2,3,0.48,6
6087,9426526,NEW HUGE 2 ROOMS TIMES SQ CHIC NY!!,48866651,Manhattan,Hell's Kitchen,40.76465,-73.99499,Entire home/apt,70,30,1,0.13,365
6088,9431085,Hi! Stylish Spotless 2Bdr w Terrace,1601345,Brooklyn,Williamsburg,40.71409,-73.96359,Entire home/apt,289,3,128,2.89,92
6089,9433088,Relaxing Retreat in Williamsburg,34236533,Brooklyn,Williamsburg,40.70851,-73.94244,Private room,130,5,102,2.48,288
6090,9434105,Huge room in El Barrio.,26299995,Manhattan,East Harlem,40.79733,-73.93988,Private room,55,3,125,2.87,1
6091,9434464,Sunny Studio Apt in Historic Harlem,1241420,Manhattan,Harlem,40.81051,-73.94723,Entire home/apt,130,4,94,2.2,27
6092,9434495,Cozy room in a spacious house,48899796,Brooklyn,Midwood,40.62186,-73.95347,Private room,60,2,62,1.45,107
6093,9434513,2000sq $2 million 3 story townhouse,48899736,Brooklyn,Boerum Hill,40.68632,-73.98796,Entire home/apt,99,1,140,3.2,363
6094,9435503,Library BnB by the Park  - Upper West Side,16722827,Manhattan,Morningside Heights,40.80294,-73.96007,Private room,90,2,62,1.73,320
6095,9435931,2Bed/ 2Bath Impeccable Stylish Brooklyn Home,5037211,Brooklyn,Greenpoint,40.72104,-73.94805,Entire home/apt,275,5,77,1.89,6
6096,9436038,Huge New Reno Slick Times Sq Quiet!,48866651,Manhattan,Hell's Kitchen,40.76365,-73.99472,Entire home/apt,70,30,3,0.07,339
6097,9436311,Location Location Location!!!!,4284267,Manhattan,Theater District,40.75732,-73.98276,Entire home/apt,185,3,177,4.16,216
6098,9443911,4 Bedroom Downtown Brooklyn,48943908,Brooklyn,Clinton Hill,40.6846,-73.96536,Entire home/apt,330,2,84,2.03,327
6099,9445342,Times Sq brand huge new 2 room!!!!,48866651,Manhattan,Hell's Kitchen,40.75591,-73.99499,Entire home/apt,80,30,10,0.24,357
6100,9445501,Modern reno 2 room Times Sq quiet!,48866651,Manhattan,Hell's Kitchen,40.76376,-73.99323,Entire home/apt,80,30,5,0.12,365
6101,9445593,"SoHo Apt. in Historic Townhouse, Private Terrace",48949937,Manhattan,SoHo,40.72419,-74.00451,Entire home/apt,310,3,117,2.88,57
6102,9445789,Reno huge 2 room quiet Times Sq!!!,48866651,Manhattan,Hell's Kitchen,40.76373,-73.99297,Entire home/apt,70,30,5,0.12,341
6103,9450180,Private Room Available,7989399,Queens,Sunnyside,40.7388,-73.92501,Private room,65,3,13,0.58,167
6104,9451492,"Best location, Midtown Times Square",25406270,Manhattan,Hell's Kitchen,40.76355,-73.98914,Entire home/apt,125,4,148,3.69,129
6105,9451597,beautiful room with balcony,6630815,Brooklyn,Bushwick,40.68817,-73.91257,Private room,49,2,213,4.9,30
6106,9452124,LUXURY@ Reasonable Price! Few Mins 2 Times Square!,34403316,Manhattan,East Harlem,40.79382,-73.94334,Entire home/apt,145,1,152,3.43,200
6107,9452237,2 BED STEP TO THE TRAIN,5855145,Queens,Ditmars Steinway,40.77588,-73.90782,Entire home/apt,125,2,38,0.87,330
6108,9452728,❤️ Charming and Quiet NYC Guestroom ❤️,48983104,Queens,Middle Village,40.7206,-73.87382,Private room,60,1,95,2.22,80
6109,9452887,Lovely Little Literary Loft!,23909946,Brooklyn,Bedford-Stuyvesant,40.68632,-73.91793,Private room,50,3,70,1.59,25
6110,9457270,COMFY East Village w loft sleep 6 Coffee included,48320077,Manhattan,East Village,40.72443,-73.98289,Entire home/apt,199,1,81,1.91,318
6111,9457285,The Central Park Studio,8604689,Manhattan,Upper East Side,40.76892,-73.96845,Entire home/apt,214,3,151,3.58,219
6112,9458704,"Large 1BR Apartment, near Times Sq (2nd Floor)",49015331,Manhattan,Hell's Kitchen,40.76037,-73.99016,Entire home/apt,240,2,64,1.68,262
6113,9459037,Gorgeous studio,33368633,Queens,Forest Hills,40.72484,-73.84505,Entire home/apt,114,4,74,1.69,350
6114,9461236,Artist & art filled apartment in williamsbourg,29408743,Brooklyn,Williamsburg,40.7121,-73.96101,Entire home/apt,145,10,18,0.43,157
6115,9461669,Centrally Located Bedroom with Private Garden,29518662,Brooklyn,Park Slope,40.68182,-73.97704,Private room,75,3,14,0.33,352
6116,9461803,Private room in classic SoHo loft,2611503,Manhattan,SoHo,40.72675,-74.00757,Private room,225,3,49,1.44,322
6117,9463039,Wonderful 1-BR apt in Chelsea,5857948,Manhattan,Chelsea,40.74163,-74.00102,Entire home/apt,182,20,6,0.17,32
6118,9464605,Private Cozy BR near Union Square - FEMALE only,5776966,Manhattan,Gramercy,40.73683,-73.98191,Private room,61,3,21,0.47,16
6119,9464835,Modern Studio UWS,33580313,Manhattan,Upper West Side,40.78339,-73.98018,Entire home/apt,159,30,21,0.48,141
6120,9469009,Luxury Studio in Artsy Brooklyn,15674613,Brooklyn,Bushwick,40.69395,-73.92418,Entire home/apt,69,10,11,0.27,226
6121,9470528,"Sunshine 1BR Apt near M&L Subways, Kitchenette",48854322,Brooklyn,Bushwick,40.69979,-73.92261,Entire home/apt,115,4,132,3.0,71
6122,9470554,Private bedroom available in the East Village,49082748,Manhattan,East Village,40.72911,-73.98151,Private room,85,14,99,2.32,21
6123,9470677,Fifth Ave/Central Park 1BR IN A TownHouse Garden,49083612,Manhattan,Upper East Side,40.76656,-73.97038,Entire home/apt,209,1,116,2.63,168
6124,9473889,"CHARMING, QUIET ONE BEDROOM APT W/ BACK YARD",49101398,Brooklyn,Gravesend,40.59592,-73.97523,Entire home/apt,85,30,9,0.21,216
6125,9475052,"Super Cool Brooklyn, Near Manhattan",49108001,Brooklyn,Bedford-Stuyvesant,40.68735,-73.94541,Entire home/apt,125,2,180,4.09,116
6126,9476198,Amazing 1BR Apt in the heart of East Village,49115124,Manhattan,East Village,40.72636,-73.98454,Entire home/apt,180,2,51,4.77,6
6127,9476774,2 BR/2BA UWS Luxury Apartment w Private Backyard,15145088,Manhattan,Upper West Side,40.78613,-73.9732,Entire home/apt,295,30,2,0.06,332
6128,9477489,1 bedroom clean & simple in manhattan.,49123284,Manhattan,Two Bridges,40.71255,-73.99673,Entire home/apt,145,6,106,2.48,249
6129,9479348,Penthouse Duplex & Roof Top Terrace,369154,Manhattan,Harlem,40.81319,-73.94423,Entire home/apt,345,4,16,0.37,206
6130,9485047,Cozy 1 bed Apt in Hell's Kitchen!,49160243,Manhattan,Hell's Kitchen,40.76472,-73.98813,Entire home/apt,219,4,130,3.04,329
6131,9485606,Big 2BR with large living area,49164778,Manhattan,Harlem,40.81041,-73.9445,Entire home/apt,225,3,76,1.78,360
6132,9486111,Clean 2 Bedroom Apt w. Washer/Dryer,14565422,Manhattan,East Harlem,40.78591,-73.94832,Entire home/apt,275,2,95,2.51,248
6133,9486229,"Stylish and clean apt, sleeps 5",49167739,Manhattan,Greenwich Village,40.72797,-74.0019,Entire home/apt,350,4,47,1.06,283
6134,9487497,"Sunny, Charming Brooklyn 1 Bedroom!",2448332,Brooklyn,Cobble Hill,40.69035,-73.99633,Entire home/apt,119,8,37,0.87,85
6135,9488285,J&D Vacation Home,49177258,Brooklyn,Bedford-Stuyvesant,40.68282,-73.92934,Entire home/apt,335,2,21,0.53,304
6136,9488878,Manhattan  furnished 2 bedrooms #2,49176019,Manhattan,Upper West Side,40.7996,-73.9621,Entire home/apt,299,4,114,2.62,282
6137,9489073,Mi Casa Es Su Casa NYC,49181430,Manhattan,East Harlem,40.79351,-73.93388,Entire home/apt,99,5,13,0.3,127
6138,9490959,Brooklyn Comfort.,49191712,Brooklyn,Bedford-Stuyvesant,40.69372,-73.94578,Entire home/apt,150,2,59,1.38,19
6139,9492750,Spacious and quiet Manhattan Harlem 1-bed apt!,15441931,Manhattan,Harlem,40.80965,-73.94553,Entire home/apt,190,3,102,2.33,281
6140,9494304,1 BD BALCONY APT SECURE ELEVATOR BLDG W/ ROOFTOP,224009,Manhattan,East Harlem,40.79478,-73.94178,Entire home/apt,325,7,5,0.12,358
6141,9502150,Modern 1 Bedroom Harlem Apt,49245656,Manhattan,Harlem,40.80211,-73.94573,Entire home/apt,165,5,42,0.97,281
6142,9506014,A COOL APARTMENT in MANHATTAN  Perfect for Holiday,37579015,Manhattan,Theater District,40.75598,-73.98796,Entire home/apt,300,5,7,0.16,82
6143,9509148,Beautiful Condo Prospect Heights,5023498,Brooklyn,Crown Heights,40.67682,-73.96178,Entire home/apt,150,4,116,2.74,165
6144,9510158,Luxury Stay in my 2brm humble abode,21366569,Manhattan,Hell's Kitchen,40.7638,-73.99298,Entire home/apt,220,5,49,1.15,251
6145,9510385,Lovely bedroom,49279577,Queens,Astoria,40.76737,-73.91244,Private room,70,2,26,0.75,128
6146,9511490,Williamsburg Secret Treasure with deck,240471,Brooklyn,Williamsburg,40.70766,-73.94739,Private room,60,3,6,0.14,188
6147,9512372,Near Hudson River and Subway quiet apt,4110869,Manhattan,Harlem,40.82243,-73.95447,Private room,50,30,10,0.23,359
6148,9513511,Spacious & Sunny Room Perfect for Medical Students,49293611,Bronx,Allerton,40.85753,-73.86605,Private room,85,7,9,0.25,364
6149,9513743,"Central Park West, private terrace!",49295995,Manhattan,Upper West Side,40.77685,-73.9771,Entire home/apt,300,30,5,0.12,263
6150,9514193,CUTE PLACE & QUIET DREAMS W BALCONY,48936457,Manhattan,East Village,40.72536,-73.98252,Entire home/apt,199,7,36,0.84,164
6151,9516142,In the Heart of Williamsburg,42597922,Brooklyn,Williamsburg,40.71171,-73.95704,Entire home/apt,149,1,87,1.99,151
6152,9522763,Chic and beautiful apt by the park!,1216362,Brooklyn,Prospect-Lefferts Gardens,40.65497,-73.96169,Entire home/apt,140,2,45,1.08,345
6153,9525925,Brooklyn Best - Sunny&Spacious Apt,8702561,Brooklyn,Fort Greene,40.69027,-73.97847,Entire home/apt,140,90,78,1.83,126
6154,9529332,Flat in Historic Fort Greene Home,49364392,Brooklyn,Fort Greene,40.69093,-73.97046,Entire home/apt,186,3,104,2.52,249
6155,9529493,Large hip open-space loft,1461344,Brooklyn,Williamsburg,40.71218,-73.95766,Entire home/apt,245,3,20,0.46,128
6156,9529607,Soho/Little Italy Privat Room for 2,43333475,Manhattan,Nolita,40.72132,-73.99708,Private room,150,1,3,0.9,178
6157,9529662,Room #1 in Hip Harlem Garden Apt.,47993495,Manhattan,East Harlem,40.79735,-73.93386,Private room,99,2,80,1.83,158
6158,9530381,Suite #2 in Hip Harlem Garden Apt.,47993495,Manhattan,East Harlem,40.79823,-73.9326,Private room,85,2,155,3.55,141
6159,9530515,Room #4 in Hip Harlem Garden Apt.,47993495,Manhattan,East Harlem,40.79886,-73.93373,Private room,95,2,169,3.87,166
6160,9531148,5* Columbus Circle Location*5168,16098958,Manhattan,Upper West Side,40.76941,-73.98162,Entire home/apt,180,30,1,0.02,280
6161,9531437,Room in Seaport (Financial District,4455698,Manhattan,Two Bridges,40.70889,-73.99964,Private room,100,20,2,0.25,330
6162,9540193,Washington Heights 1 bedroom beauty,49412548,Manhattan,Washington Heights,40.84335,-73.94059,Entire home/apt,85,1,28,0.65,27
6163,9540414,Cozy Carroll Gardens Ground Floor Apartment,2027404,Brooklyn,Carroll Gardens,40.68048,-73.99379,Entire home/apt,160,7,46,1.06,254
6164,9542259,Clean and Bright (READ NOTES),13778440,Manhattan,Washington Heights,40.85256,-73.93598,Private room,50,2,95,2.19,315
6165,9543678,"Bay Ridge,Brooklyn 20minutes to NYC",49413208,Brooklyn,Fort Hamilton,40.61605,-74.03642,Entire home/apt,80,5,4,0.1,269
6166,9544242,"Charming 2BD Cozy & Quiet, 6 Train",17888644,Manhattan,East Harlem,40.78987,-73.9482,Entire home/apt,200,2,39,1.14,19
6167,9544410,Large 1-bedroom near Times Square (3rd Floor),49015331,Manhattan,Hell's Kitchen,40.76103,-73.99001,Entire home/apt,265,2,88,2.01,278
6168,9546039,Found a tree I like so built a nest,49435973,Brooklyn,Williamsburg,40.70665,-73.93529,Entire home/apt,218,3,102,2.46,171
6169,9546994,Spacious 1BR in UES townhouse,45595980,Manhattan,Upper East Side,40.76866,-73.96562,Entire home/apt,130,30,10,0.41,13
6170,9547361,Charming 1BR in Upper Eastside,45595980,Manhattan,Upper East Side,40.76719,-73.96565,Entire home/apt,130,30,11,0.3,28
6171,9548422,Nice Room in Beautiful Clinton Hill,5053976,Brooklyn,Bedford-Stuyvesant,40.69002,-73.96002,Private room,45,12,2,0.05,281
6172,9550620,❤️❤️Relaxing Guestroom by a Lovely Park ❤️❤️,48983104,Queens,Middle Village,40.72058,-73.87493,Private room,60,2,72,1.68,81
6173,9550884,Cute basement apartment,1459446,Brooklyn,Windsor Terrace,40.64801,-73.97562,Private room,90,3,4,0.09,290
6174,9551417,"Modern 2BR Apt by Central Park, & Subway",49349133,Manhattan,East Harlem,40.79665,-73.94824,Entire home/apt,225,2,31,0.7,160
6175,9555648,15 Minutes from Central Park - Studio apartment,23815371,Queens,Ditmars Steinway,40.78115,-73.90883,Entire home/apt,103,1,126,3.2,245
6176,9556983,Private modern room with NYC skyline view,49485109,Brooklyn,Bushwick,40.70111,-73.92202,Private room,62,6,18,0.51,4
6177,9559335,Designer Duplex - Highline. Brand new mattresses!,49494701,Manhattan,Chelsea,40.74835,-74.00336,Entire home/apt,299,1,176,4.02,297
6178,9562872,"Close to subway, all shops, restaurants!",49509847,Queens,Rego Park,40.72478,-73.85579,Entire home/apt,109,3,88,2.49,357
6179,9563266,Beautiful cozy LES apartment!,49511227,Manhattan,Lower East Side,40.71582,-73.98812,Entire home/apt,300,2,60,1.36,118
6180,9563868,Downtown Airy Designer Loft,49513668,Manhattan,Financial District,40.71143,-74.00596,Entire home/apt,289,2,180,4.13,253
6181,9564986,Super Cozy Room in Floor Through Apartment,5532810,Brooklyn,Williamsburg,40.71731,-73.943,Private room,50,2,42,1.33,244
6182,9571665,Brightly Tucked into Williamsburg,1401835,Brooklyn,Williamsburg,40.71032,-73.95482,Private room,75,3,17,0.49,355
6183,9572219,-TIMES SQUARE - 19 MinutesBIG ROOM,43298076,Manhattan,Harlem,40.82292,-73.95373,Private room,44,2,12,0.28,45
6184,9574823,1 Bedroom Loft in Williamsburg,2699292,Brooklyn,Greenpoint,40.72066,-73.95308,Entire home/apt,195,3,39,0.94,54
