,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
7886,12864784,Private Room - West Village/Soho,7977178,Manhattan,SoHo,40.72806,-74.00381,Private room,130,3,18,0.49,304
7887,12867918,DESIGNER STUDIO NEAR CENTRAL PARK UPPER EAST SIDE,9293730,Manhattan,Upper East Side,40.76875,-73.95723,Entire home/apt,150,30,12,0.35,325
7888,12869561,West 15th Street Cozy Chelsea 1bd Serviced Apt,22541573,Manhattan,Chelsea,40.73887,-73.99983,Entire home/apt,191,30,1,0.09,323
7889,12869567,"West 33rd street, Lux 1bd Serviced Apartment",22541573,Manhattan,Chelsea,40.75225,-73.99508,Entire home/apt,219,30,5,0.24,344
7890,12869930,2 bedroom Midtown West,51501835,Manhattan,Clinton,40.76313,-73.99482,Entire home/apt,115,30,4,0.12,65
7891,12871708,ENTIRE PLACE,70396243,Manhattan,Washington Heights,40.85558,-73.93777,Entire home/apt,95,1,104,3.3,81
7892,12872882,HUGE Willamsburg Duplex Loft,4391441,Brooklyn,Williamsburg,40.70678,-73.94918,Entire home/apt,190,2,84,2.19,8
7893,12873159,5TH AVE~~RoofTop Deck ~~City Views @EMPIRE ST BLDG,70409953,Manhattan,Chelsea,40.74849,-73.98957,Entire home/apt,480,5,106,2.99,263
7894,12874666,Holiday in Trendy Williamsburg Apt!,1909320,Brooklyn,Williamsburg,40.7155,-73.96188,Private room,150,1,6,0.16,364
7895,12874869,Greenwich Village| Private Queen room,70429659,Manhattan,Greenwich Village,40.73694,-73.99587,Private room,140,1,78,2.23,321
7896,12881611,Large bedroom in spacious & sunny Greenpoint Apt!,17204066,Brooklyn,Greenpoint,40.72846,-73.95033,Private room,70,2,21,0.54,4
7897,12881712,High FL - Gym Doorman Alcove Studio 5205,16098958,Manhattan,Murray Hill,40.74859,-73.97243,Entire home/apt,197,30,1,0.3,325
7898,12883073,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,21315876,Manhattan,East Village,40.72472,-73.98665,Entire home/apt,128,1,28,0.79,178
7899,12885472,Lovely large 2BR Apartment Close to Subway,2629017,Queens,Ridgewood,40.70581,-73.90112,Entire home/apt,75,2,54,1.99,64
7900,12885921,"Sixth Ave Chelsea, 1bd Serviced Apartment",22541573,Manhattan,Chelsea,40.74472,-73.99266,Entire home/apt,280,30,3,0.1,364
7901,12886380,SkyView Massive 2 bed 2 bath 5174,16098958,Manhattan,Upper East Side,40.77692,-73.95126,Entire home/apt,390,30,1,0.07,239
7902,12888052,"West 50th street, Lux 1bd Serviced Apartment",22541573,Manhattan,Clinton,40.76152,-73.98678,Entire home/apt,256,30,3,0.09,358
7903,12901480,Artistic pad in East Williamsburg!,70674019,Brooklyn,Bushwick,40.69968,-73.92645,Entire home/apt,179,7,117,3.04,137
7904,12902256,Cozy private bedroom with window,37782666,Manhattan,Lower East Side,40.71366,-73.98799,Private room,72,4,59,1.56,83
7905,12904061,Superior double Bedroom - Cozy & Comfy B6,20559017,Manhattan,East Harlem,40.7862,-73.94413,Private room,50,30,1,0.04,333
7906,12913007,Nice Large Well-Lit Studio in Clinton Hill,4090856,Brooklyn,Clinton Hill,40.68425,-73.96455,Entire home/apt,100,3,2,0.09,8
7907,12914082,Clean and bright bedroom in Soho,8255336,Manhattan,SoHo,40.72258,-74.00358,Private room,85,30,5,0.14,69
7908,12915038,Renovated: 15min 4 Train ride to NYC-Crown Heights,25611454,Brooklyn,East Flatbush,40.65983,-73.93472,Private room,80,3,57,1.58,14
7909,12915928,"Renovated 3BR, 2 Full Bath with Washer & Dryer",70058270,Brooklyn,Crown Heights,40.66623,-73.93113,Entire home/apt,275,3,27,0.71,271
7910,12916073,10 min from JFK and 30min to NYC,70827984,Brooklyn,East New York,40.66921,-73.87797,Entire home/apt,123,4,63,1.67,67
7911,12916189,Family Friendly BK Townhome With Garden Oasis!,951917,Brooklyn,Sunset Park,40.66224,-73.99805,Entire home/apt,196,365,4,0.12,365
7912,12924969,HANCOCK MASTER BEDROOM,758441,Brooklyn,Bedford Stuyvesant,40.68709,-73.91989,Private room,165,1,2,0.09,342
7913,12927770,"Amazing light, spacious & Modern",1289635,Queens,Hunters Point,40.74069,-73.95604,Entire home/apt,200,5,4,0.11,16
7914,12929852,"New York City Brownstone, Hip and Historic Harlem",58782992,Manhattan,Harlem,40.82272,-73.94502,Entire home/apt,450,31,56,1.5,341
7915,12932186,The Golden Hand in Harlem ☞ Bright + Modern 1BR,3718821,Manhattan,Harlem,40.81301,-73.94955,Private room,120,2,44,1.18,96
7916,12932670,Flushing Spacious Room w/ 2 Queen Beds,65809485,Queens,Flushing,40.74954,-73.82829,Private room,60,5,62,1.64,174
7917,12933540,Comfortable Sofa bed 15 minutes to Manhattan,69711528,Bronx,Parkchester,40.83049,-73.87354,Shared room,51,3,9,0.26,89
7918,12936207,Newly Renovated Duplex Apartment,51716739,Brooklyn,Bedford Stuyvesant,40.6887,-73.93536,Entire home/apt,200,2,80,2.09,286
7919,12941015,2BR Apt in East Village,406843,Manhattan,East Village,40.72889,-73.98006,Entire home/apt,250,3,33,0.9,80
7920,12947670,COZY BEAUTIFUL STUDIO /GREAT CENTRAL LOCATION,1475015,Manhattan,Gramercy,40.74141,-73.97868,Entire home/apt,87,30,2,0.16,365
7921,12949840,Remodeled Brand New Brooklyn Apartment,1386468,Brooklyn,Bushwick,40.6898,-73.91774,Entire home/apt,124,2,104,2.75,237
7922,12950997,"Joellen's Place Roomy 1-Queen Bed, Bushwick Apt.",71150679,Brooklyn,Bushwick,40.69021,-73.92207,Private room,79,2,57,1.52,127
7923,12951215,Sleek 1 bedroom apartment near Rockefeller Center!,30283594,Manhattan,Clinton,40.76222,-73.99889,Entire home/apt,239,30,2,0.1,365
7924,12951417,"Joellen's Place Spacious 2-twin bed, Bushwick Apt.",71150679,Brooklyn,Bushwick,40.69024,-73.92197,Private room,65,2,77,2.04,116
7925,12953867,Quiet artist apartment w/ backyard,69232570,Brooklyn,Bushwick,40.70219,-73.9227,Private room,45,1,98,2.58,16
7926,12954498,LOFT in Chelsea,1413546,Manhattan,Chelsea,40.7453,-73.99333,Entire home/apt,700,30,1,0.03,236
7927,12955346,Suite with Private Gated Entrance,12160792,Brooklyn,Brooklyn Heights,40.69183,-73.99592,Entire home/apt,150,1,107,2.84,75
7928,12955402,Private room w/ lush garden quiet area,2714164,Brooklyn,Greenpoint,40.72311,-73.94489,Private room,50,2,15,0.55,27
7929,12955454,Cozy Room in the Big Apple,33622924,Manhattan,Harlem,40.83018,-73.9483,Private room,50,1,116,3.06,352
7930,12958663,"Breathtaking, panoramic views of Downtown NYC/FiDi",71241926,Manhattan,Financial District,40.70951,-74.01476,Entire home/apt,125,32,99,2.73,203
7931,12963341,PRIME EAST VILLAGE LARGE BEDROOM,4534893,Manhattan,East Village,40.72501,-73.98776,Private room,150,1,5,0.13,121
7932,12964763,Apartment near Time Square,51501835,Manhattan,Clinton,40.76504,-73.99491,Entire home/apt,150,30,4,0.12,339
7933,12966225,"1 bedroom apt, comforts of home, close to all..",71312760,Staten Island,Richmond Town,40.57093,-74.12429,Entire home/apt,78,3,79,2.56,300
7934,12966504,Lovely Two Bedroom Apt in Prime North Williamsburg,28709982,Brooklyn,Williamsburg,40.71827,-73.95494,Entire home/apt,219,3,51,1.36,71
7935,12966707,HUGE UWS bedroom w/ private bath and great light!,30101336,Manhattan,Upper West Side,40.79832,-73.96291,Private room,145,2,1,0.11,180
7936,12969574,Unique artist’s loft-heart of Wburg,160139,Brooklyn,Williamsburg,40.71559,-73.96385,Entire home/apt,220,4,42,1.11,318
7937,12972040,BED FOR 1 IN LUXURIOUS PARK AVENUE FLAT,283395,Manhattan,Murray Hill,40.74933,-73.97937,Private room,110,1,31,0.81,189
7938,12972292,Private Room for two guests in Cozy apartment,68139551,Queens,Maspeth,40.72075,-73.89496,Private room,58,1,60,1.57,346
7939,12972320,"Elegant 3 bed, 2 bath apt. on UWS",203039,Manhattan,Upper West Side,40.80077,-73.9681,Entire home/apt,350,6,5,0.14,92
7940,12972533,Gorgeous Grand 2 BR LES Gem!,71382423,Manhattan,Lower East Side,40.71772,-73.98882,Entire home/apt,329,3,104,2.79,205
7941,12972783,Private Room for Pair in the Cozy Apartament,68139551,Queens,Maspeth,40.72143,-73.8932,Private room,58,1,37,0.97,364
7942,12973288,Private room for pair,68139551,Queens,Maspeth,40.72103,-73.89458,Private room,60,1,30,0.78,364
7943,12973353,CrashPadsUSA Hotbeds for Airline Crew ONLY,63560790,Queens,Kew Gardens,40.70542,-73.82979,Shared room,43,1,8,0.73,362
7944,12973927,Private bedroom in Brooklyn.,15246785,Brooklyn,Bedford Stuyvesant,40.7001,-73.94326,Private room,65,4,36,0.96,80
7945,12981106,Stylish unique Loft in prime area of Brooklyn,727410,Brooklyn,Bedford Stuyvesant,40.69116,-73.96039,Entire home/apt,140,6,18,0.53,11
7946,12983699,"East 82nd Street, Upper East Side/Yorkville 1bd",22541573,Manhattan,Upper East Side,40.77301,-73.95045,Entire home/apt,169,30,1,0.13,347
7947,12983995,"Cosy, neat 1bed apt 5mins to Central Pk & Columbia",71499258,Manhattan,Upper West Side,40.80121,-73.96277,Entire home/apt,115,10,2,0.09,4
7948,12984506,Artsy Home in the Heart of Bushwick,52498520,Brooklyn,Bushwick,40.68622,-73.91026,Private room,67,1,20,0.53,365
7949,12984848,"Private Room in Greenpoint, Brooklyn",183504,Brooklyn,Greenpoint,40.73547,-73.9545,Private room,45,28,9,0.37,332
7950,12985547,Gorgeous- 2 Bedroom Apartment,13347167,Manhattan,Upper East Side,40.77219,-73.95588,Entire home/apt,142,30,2,0.15,319
7951,12989612,Priv Rm w. Big Loft  Living Room across from FIT,6502531,Manhattan,Chelsea,40.74711,-73.99281,Private room,100,1,2,0.05,65
7952,12989767,Beautiful Studio on Tree-Lined St.,16436459,Manhattan,Chelsea,40.74583,-74.00451,Entire home/apt,175,4,30,0.82,48
7953,12990051,"Private, Quiet 2 BR in Heart of Times Square!",30045665,Manhattan,Clinton,40.76039,-73.99028,Entire home/apt,399,2,80,2.11,212
7954,12990587,"6BR, 4 Full Bath Duplex with Washer & Dryer",70058270,Brooklyn,Crown Heights,40.66629,-73.93073,Entire home/apt,575,3,33,1.12,259
7955,12999167,Charming & Sunny Studio in the Heart of NYC,19726948,Manhattan,Lower East Side,40.72151,-73.98814,Entire home/apt,158,2,145,4.81,193
7956,12999396,"Red Hook Beach House, Garden, Pool , Roof top",29210997,Brooklyn,Red Hook,40.67498,-74.01169,Entire home/apt,400,3,11,0.29,6
7957,13000007,Bright Sunny Spacious Apt in Historic Neighborhood,124866,Brooklyn,Cobble Hill,40.68985,-73.99311,Entire home/apt,90,5,18,0.87,2
7958,13000257,"Charming, bright Williamsburg apt",71665510,Brooklyn,Williamsburg,40.71685,-73.9615,Entire home/apt,200,2,4,0.15,318
7959,13000483,All New Garden Apartment,1261588,Brooklyn,Crown Heights,40.67968,-73.9595,Entire home/apt,155,30,132,3.53,83
7960,13000571,Mid Century Modern Greenwich Village 1 Bedroom,3807299,Manhattan,Greenwich Village,40.73418,-73.99338,Entire home/apt,315,3,5,0.16,38
7961,13001082,Share space in E Harlem,4112409,Manhattan,East Harlem,40.79193,-73.9439,Shared room,45,1,52,1.41,347
7962,13004741,"Bedroom in Clean, Uptown Apartment",1921498,Manhattan,Washington Heights,40.84524,-73.93508,Private room,49,90,17,0.49,142
7963,13004961,GROUP/ FAMILY LOFT SUITE,4852748,Manhattan,Harlem,40.80577,-73.94616,Entire home/apt,220,4,1,0.08,364
7964,13004967,King suite with jacuzzi,4852748,Manhattan,Harlem,40.80527,-73.94579,Private room,220,2,3,0.09,365
7965,13004996,Beach Bungalow 2,71717596,Queens,Rockaway Beach,40.58977,-73.81324,Entire home/apt,100,2,50,1.31,40
7966,13007925,Private Bedroom and Bath in Spacious Duplex,42835213,Brooklyn,East Flatbush,40.64645,-73.95047,Private room,85,4,42,1.46,35
7967,13009244,"Real 1-BR Home in West Village, Central yet Quiet!",10458139,Manhattan,West Village,40.73799,-74.00074,Entire home/apt,199,31,81,2.36,85
7968,13014556,"Private, cozy room in the heart of Crown Heights",23269902,Brooklyn,Crown Heights,40.67251,-73.95334,Private room,45,2,26,1.23,45
7969,13015322,Awesome bedroom in the heart of NYC,53308963,Manhattan,Chinatown,40.71415,-73.99806,Private room,95,2,6,0.17,7
7970,13016389,DAZZLING APT  SKYLINE VIEW IN PRIME LOCATION,71838636,Manhattan,Chelsea,40.73596,-73.99228,Entire home/apt,300,5,22,0.58,87
7971,13017016,Greenwich village 1 bedroom - spacious!,69841552,Manhattan,SoHo,40.72625,-74.00199,Entire home/apt,150,3,40,1.05,4
7972,13020422,Luxury 1BR Apartment with Washer & Dryer,4909923,Brooklyn,Williamsburg,40.71293,-73.9603,Entire home/apt,195,3,54,1.42,97
7973,13023771,Prospect gardens,71853402,Brooklyn,Prospect Lefferts Gardens,40.65719,-73.95245,Private room,100,1,14,0.37,304
7974,13027365,Quiet Two Bedroom with Sunroom,48804458,Queens,Ridgewood,40.70432,-73.90015,Entire home/apt,87,5,133,3.5,49
7975,13031854,Samaria's Brownstone (Crown Heights),72019599,Brooklyn,Crown Heights,40.67218,-73.95368,Entire home/apt,125,2,70,1.85,132
7976,13033170,Designer’s Penthouse with Terrace and Skyline View,2637408,Brooklyn,Williamsburg,40.71214,-73.94992,Entire home/apt,175,3,122,3.37,128
7977,13033376,Private Parkside Room,21340955,Brooklyn,Flatbush,40.65272,-73.96127,Private room,65,3,28,1.09,298
7978,13037692,Midtown 2 full bedrooms,66326553,Manhattan,Clinton,40.76111,-73.99248,Entire home/apt,350,6,97,2.55,236
7979,13039122,Bk's Finest City life close to Transportation,50600973,Brooklyn,Bushwick,40.69499,-73.9283,Private room,45,1,251,6.68,69
7980,13042051,Modern Williamsburg Condo near restaurants + metro,43339525,Brooklyn,Williamsburg,40.7163,-73.94394,Entire home/apt,178,2,22,0.59,3
7981,13042637,Stunning 2BR Apartment in Sunnyside,9427289,Queens,Sunnyside,40.74691,-73.91763,Entire home/apt,170,2,149,4.21,229
7982,13042752,Cozy Spacious Double Bed #1 Near JFK and J Train,62843071,Queens,Woodhaven,40.69617,-73.85204,Private room,45,1,235,6.15,278
7983,13044668,Master bedroom to rent in Flatiron District,72168153,Manhattan,Midtown,40.74464,-73.98436,Private room,70,20,4,0.11,8
7984,13044964,Stylish and cute girly shared room in Manhattan,5288991,Manhattan,Upper East Side,40.7775,-73.95262,Shared room,45,30,20,0.53,258
7985,13045196,Private room & bathroom available,24165646,Brooklyn,Bushwick,40.68754,-73.91265,Private room,65,3,33,0.86,189
7986,13045257,Glamorous shared room in Manhattan,5288991,Manhattan,Upper East Side,40.77854,-73.95073,Shared room,45,30,22,0.58,323
7987,13045435,Stylish shared room for a guy near Central Park,5288991,Manhattan,Upper East Side,40.77927,-73.95071,Shared room,45,30,22,0.58,289
7988,13045531,Super chic shared room for a guy near Central Park,5288991,Manhattan,Upper East Side,40.77903,-73.95238,Shared room,45,30,22,0.58,294
7989,13045629,Chic stylish amazing Manhattan room,5288991,Manhattan,Upper East Side,40.77736,-73.95144,Private room,90,30,79,2.08,246
7990,13046279,Cozy  2 bedroom apt in Manhattan,364558,Manhattan,Washington Heights,40.83805,-73.94307,Entire home/apt,150,2,17,0.45,15
7991,13055236,Steps 2 Empire State Building  amazing studio NYC,72280483,Manhattan,Murray Hill,40.74688,-73.97813,Entire home/apt,125,2,100,2.63,34
7992,13055856,A Brooklyn Experience,72287701,Brooklyn,Crown Heights,40.67533,-73.95545,Entire home/apt,175,1,121,3.17,7
7993,13056210,Very large room for 1 adult,72291606,Brooklyn,Bushwick,40.69029,-73.91899,Shared room,75,1,25,0.66,155
7994,13058232,1 Bedroom townhouse apt in Chelsea w/ back garden,72313021,Manhattan,Chelsea,40.74472,-74.00095,Entire home/apt,295,1,50,1.33,77
7995,13058423,Charming 1 br - most perfect block!,26535250,Brooklyn,Windsor Terrace,40.65841,-73.97753,Entire home/apt,50,1,74,2.03,236
7996,13058729,Sunlit Bedroom in Crown Heights.,72318418,Brooklyn,Brownsville,40.66783,-73.92192,Private room,69,2,104,2.72,362
7997,13059537,One Bedroom Luxury Furnished 5188,16098958,Manhattan,Financial District,40.7034,-74.00787,Entire home/apt,175,30,2,0.1,365
7998,13061422,"Stunning, spacious apt near nightlife + parks!",6324947,Brooklyn,Greenpoint,40.72341,-73.94061,Private room,49,3,4,0.3,7
7999,13062471,The Silver Room,33346283,Manhattan,Harlem,40.83141,-73.94722,Private room,55,5,31,0.88,326
8000,13062975,UPSCALE JR. 1 Bedroom in HEART OF HISTORIC CHELSEA,59905183,Manhattan,Chelsea,40.74664,-74.00165,Entire home/apt,249,90,2,0.06,177
8001,13063023,Cozy room in Astoria,1924750,Queens,Astoria,40.76437,-73.91304,Private room,36,2,37,1.03,228
8002,13064386,Beautiful Red Brick Room,23909946,Brooklyn,Bedford Stuyvesant,40.68604,-73.91924,Private room,50,5,39,1.04,40
8003,13064717,76 St & 2 Ave /Renovated studio/ Elevator/ Laundry,1475015,Manhattan,Midtown,40.76102,-73.96555,Entire home/apt,87,30,2,0.05,365
8004,13065347,COOL Brooklyn Room,48764969,Brooklyn,East New York,40.68122,-73.90399,Private room,42,6,12,0.96,207
8005,13066577,Beautiful 3 bedroom loft  Greenpoint/Williamsburg!,10677584,Brooklyn,Greenpoint,40.73333,-73.95699,Entire home/apt,129,2,87,2.33,124
8006,13067176,Prime Location Sun Filled West Village Townhome,72420514,Manhattan,West Village,40.73745,-74.00725,Entire home/apt,186,1,197,5.24,209
8007,13070577,"It's ""THAT DREAM HOUSE"" in Williamsburg",32525834,Brooklyn,Williamsburg,40.71968,-73.94368,Entire home/apt,350,3,2,0.14,78
8008,13073569,"Duane Street, Upscale Tribeca Studio",22541573,Manhattan,Tribeca,40.71642,-74.00679,Entire home/apt,210,30,1,0.43,329
8009,13073701,Lovely Charming and quiet 2 bed apartment,35660592,Queens,Corona,40.75058,-73.8535,Entire home/apt,119,2,37,1.01,336
8010,13075158,Private Room in Artsy Lower Manhattan Apartment,1516947,Manhattan,Lower East Side,40.71287,-73.99811,Private room,75,17,17,0.48,38
8011,13075169,NYC Upper East 3B Home with Private Garden,72496078,Manhattan,Upper East Side,40.77331,-73.95459,Entire home/apt,400,7,4,0.33,31
8012,13076592,Cozy bedroom with brightly lit living space,3389514,Brooklyn,Bedford Stuyvesant,40.69313,-73.93543,Private room,60,2,59,1.56,6
8013,13076852,Stylish Art-Filled Clinton Hill Apartment,72513175,Brooklyn,Bedford Stuyvesant,40.68934,-73.9579,Private room,140,4,8,0.21,89
8014,13077215,"Third Avenue, 1bd Serviced Apartment",22541573,Manhattan,Gramercy,40.7382,-73.98301,Entire home/apt,245,30,1,0.12,236
8015,13077301,"Duane Street, Upscale Tribeca 1bd",22541573,Manhattan,Tribeca,40.71642,-74.00667,Entire home/apt,245,30,1,0.07,262
8016,13077370,Modern Private Studio -20 min to Manhattan,69427329,Queens,Elmhurst,40.73874,-73.87595,Entire home/apt,89,1,146,3.85,252
8017,13081306,Studio near Time Square,51501835,Manhattan,Clinton,40.76517,-73.99331,Entire home/apt,115,30,6,0.17,331
8018,13082571,Garden Overlook,72318418,Brooklyn,Crown Heights,40.67002,-73.92054,Private room,69,2,132,3.46,365
8019,13082600,Cozy 1 bedroom apartment in the heart of Manhattan,4980733,Manhattan,Midtown,40.75584,-73.96979,Entire home/apt,300,1,38,1.01,361
8020,13082957,"COMFY & SECURE NEAR AIRPORT, SHOPPING MALLS & PARK",5261297,Queens,Corona,40.74332,-73.85469,Private room,52,1,45,1.27,57
8021,13083988,Private Bedroom/Bath in Luxury Greenpoint Condo,154956,Brooklyn,Greenpoint,40.73443,-73.95678,Private room,90,7,2,0.05,47
8022,13084019,Park Avenue Penthouse With Terrace,72596571,Manhattan,Midtown,40.75082,-73.98526,Entire home/apt,400,7,103,2.7,344
8023,13091309,"Broadway, Luxury Studio in Times Square",22541573,Manhattan,Midtown,40.76069,-73.98319,Entire home/apt,199,30,1,0.03,328
8024,13091684,"Sunny 2bdrm Apt. near Bryant Park, Apt 2B",17770287,Manhattan,Midtown,40.74927,-73.98303,Entire home/apt,163,30,4,0.17,332
8025,13092405,Midtown Apartment,72684665,Manhattan,Midtown,40.75733,-73.96577,Entire home/apt,150,1,136,3.71,248
8026,13092482,Lux Studio Apt in Midtown NYC near Central park!,30283594,Manhattan,Clinton,40.76227,-73.99807,Entire home/apt,199,30,1,0.03,365
8027,13093161,"West 23rd Street, Lux Chelsea 1bd serviced Apt",22541573,Manhattan,Chelsea,40.74641,-74.00401,Entire home/apt,289,30,2,0.08,339
8028,13093381,"West 23rd Street, Lux Chelsea Studio svcd apt",22541573,Manhattan,Chelsea,40.74651,-74.00563,Entire home/apt,219,30,1,0.04,340
8029,13098627,Spacious 2 bedroom apartment,51501835,Manhattan,Clinton,40.7645,-73.99447,Entire home/apt,200,30,3,0.12,341
8030,13098701,NYCHaven4:Entire house minutes from JFK and Casino,47351539,Queens,South Ozone Park,40.67321,-73.79247,Entire home/apt,195,1,239,6.31,256
8031,13098705,Big & Beautiful 1-BR w/Private Backyard,14865754,Manhattan,Harlem,40.81829,-73.94686,Entire home/apt,175,2,34,0.98,75
8032,13099447,Great ZEN & Peaceful one bedroom in Time Square!,72765906,Manhattan,Clinton,40.76212,-73.9882,Entire home/apt,170,4,112,2.97,262
8033,13100277,"Bright, inviting room-quick to NYC, females only.",35494734,Queens,Woodside,40.75266,-73.90336,Private room,70,5,9,0.29,138
8034,13100305,Spacious 1 bedroom 1 bath,72779585,Brooklyn,Crown Heights,40.67702,-73.95864,Entire home/apt,105,2,7,0.18,32
8035,13100726,NYC living to it's fullest... in a good way!,16884931,Manhattan,East Harlem,40.80637,-73.93722,Entire home/apt,140,1,28,0.74,170
8036,13101855,Garden level studio w/backyard,45197707,Brooklyn,Flatlands,40.61529,-73.92567,Entire home/apt,90,2,125,3.3,302
8037,13107627,Private Bedroom w/ Private Bath/Mini Fridge,72542338,Brooklyn,Manhattan Beach,40.58078,-73.95356,Private room,125,2,21,0.56,311
8038,13108573,"West 33rd street, Lux Studio Serviced Apartment",22541573,Manhattan,Chelsea,40.75148,-73.99397,Entire home/apt,230,30,1,0.03,350
8039,13109933,Luxury condo with views in Brooklyn,1642326,Brooklyn,Downtown,40.69202,-73.98469,Entire home/apt,225,3,36,1.01,53
8040,13112297,Luxurious SOHO 2 BR Washington Sq Park,61391963,Manhattan,Greenwich Village,40.72807,-74.00041,Entire home/apt,159,30,4,0.14,281
8041,13112855,Prime location Irving Place Doorman 1 bedroom 5191,16098958,Manhattan,Gramercy,40.73505,-73.98565,Entire home/apt,180,30,1,0.04,281
8042,13112895,Penthouse Exclusive Garden Top Apartment,7573341,Brooklyn,Sunset Park,40.63885,-74.01959,Entire home/apt,225,2,130,3.48,306
8043,13113202,Private room with detached private bathroom,69427329,Queens,Elmhurst,40.73849,-73.87606,Private room,49,1,65,1.7,355
8044,13113906,Park Slope room steps from Subway&Prospect Park,72923241,Brooklyn,Park Slope,40.67073,-73.98719,Private room,109,3,68,1.97,213
8045,13114072,"West 55th street, Lux 1bd Serviced Apartment",22541573,Manhattan,Midtown,40.76367,-73.98345,Entire home/apt,269,30,1,0.13,364
8046,13114237,Charming Sunny Designer Loft 1 stop to Manhattan,4043259,Brooklyn,Greenpoint,40.72536,-73.95712,Private room,81,2,131,3.5,120
8047,13116481,Gorgeous stylish townhouse in Brooklyn,350055,Brooklyn,Prospect Heights,40.67641,-73.96775,Entire home/apt,499,4,7,0.2,25
8048,13117094,"On Fifth, Across From Central Park",72967204,Manhattan,East Harlem,40.79485,-73.94868,Entire home/apt,165,7,49,1.37,64
8049,13117160,Bedroom in Clean Uptown Apartment,1921498,Manhattan,Washington Heights,40.84467,-73.93374,Private room,55,6,2,0.08,3
8050,13117282,Cheerful & Practical Garden Apartment Near Subway,2988712,Bronx,South Bronx,40.83458,-73.91021,Entire home/apt,57,90,11,0.31,68
8051,13117480,"Cozy Park Slope Apt, Next to BBG",70674019,Brooklyn,Prospect Heights,40.67329,-73.96291,Entire home/apt,201,30,66,1.78,159
8052,13122318,2bdrm apt w/private backyard in Artsy Bushwick,2689908,Brooklyn,Bushwick,40.69832,-73.92622,Entire home/apt,59,2,177,4.74,3
8053,13125243,Home away from home,46087238,Queens,Jamaica,40.68723,-73.78791,Private room,40,1,14,0.42,335
8054,13125552,Beautiful Bushwick Bungalow,20109188,Brooklyn,Williamsburg,40.70413,-73.93205,Entire home/apt,175,2,102,2.68,284
8055,13126457,Unique 2BR Apartment,31483931,Queens,Hunters Point,40.74226,-73.94999,Entire home/apt,151,2,87,2.3,17
8056,13128861,"Cozy Studio in Clinton Hill, Brooklyn",16065842,Brooklyn,Clinton Hill,40.68511,-73.96638,Entire home/apt,100,2,64,1.69,15
8057,13129120,"Central Park Bedroom - Spacious, Sunny, Subway",21077880,Manhattan,East Harlem,40.79525,-73.94912,Private room,80,2,29,1.96,3
8058,13130036,Upper-East Side 1 Bedroom Gem Duplex with Garden,12810744,Manhattan,Upper East Side,40.77586,-73.95164,Entire home/apt,235,120,8,0.23,12
8059,13130313,Studio in Midtown West,51501835,Manhattan,Clinton,40.76502,-73.99277,Entire home/apt,90,30,11,0.33,223
8060,13130565,Private bedroom in two bedroom apartment one,73124477,Brooklyn,Crown Heights,40.67433,-73.94243,Private room,40,5,119,3.16,3
8061,13130744,Uptown Bronx Apartment,73126926,Bronx,Williamsbridge,40.88493,-73.8618,Entire home/apt,67,3,205,5.39,140
8062,13135822,Gorgeous Bedroom in Manhattan Midtown West,54454582,Manhattan,Clinton,40.76454,-73.99114,Private room,75,4,146,3.89,73
8063,13135904,"Cozy Studio in Times Square, NYC",10234636,Manhattan,Clinton,40.75855,-73.98931,Entire home/apt,99,30,19,0.54,2
8064,13136376,Spacious 2 Bedroom with Balcony,16110448,Manhattan,East Harlem,40.79658,-73.93287,Entire home/apt,199,2,30,0.8,30
8065,13137538,Private Room minutes to/from Manhattan,206337,Queens,Sunnyside,40.7459,-73.92441,Private room,71,3,40,1.06,286
8066,13139462,Lefferts garden gem,71853402,Brooklyn,East Flatbush,40.64302,-73.95022,Private room,100,1,30,0.8,342
8067,13140220,RARE UES APT W/PRIV STREET ENTRANCE,35384978,Manhattan,Upper East Side,40.77504,-73.94945,Entire home/apt,138,1,95,2.54,215
8068,13140940,Large Sunlit Room-Quick Commute to Manhattan/NYC!,73247569,Brooklyn,Bushwick,40.69989,-73.93617,Private room,52,1,97,2.55,115
8069,13142258,"Great 1 BR, 17 minutes to Times Square!",65652567,Queens,Woodside,40.74377,-73.9024,Entire home/apt,125,2,156,4.13,263
8070,13149690,Private Cozy Bedroom - Central Park North,72008788,Manhattan,Harlem,40.79952,-73.95248,Private room,75,3,107,2.86,279
8071,13151072,Apartment in a heart of NY,52049429,Manhattan,Clinton,40.75989,-73.98832,Entire home/apt,70,2,112,2.97,11
8072,13152955,Peaceful West Village 1 Bedroom Apt,962936,Manhattan,Greenwich Village,40.72953,-74.00148,Entire home/apt,600,5,24,0.63,336
8073,13153265,"Private Garden Apt in Park Slope, Brooklyn, NYC",41084247,Brooklyn,Park Slope,40.67001,-73.98347,Entire home/apt,175,4,31,0.86,254
8074,13153395,"Best Value 1,000SF 2BR Classic Brownstone",73400193,Brooklyn,Crown Heights,40.67293,-73.95519,Entire home/apt,150,2,141,3.79,299
8075,13153768,Bright Room w/ a Brilliant Manhattan View,4218058,Brooklyn,Fort Greene,40.68641,-73.97085,Private room,76,3,23,0.62,177
